WORKSHEET,TYPE,SUBTYPE,DATA_TYPE,96_FIELD_NAME,10_FIELD_NAME,FIELD DESCRIPTION ,WKSHT CD,LINE,COLUMN
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_2307,S2_1_C1_132,certification date,S200001,13200,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2301 ,S2_1_C2_126,Medicare Certified Kidney TC term date,S200001,12600,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2302,S2_1_C2_127,Medicare Certified Heart TC term date,S200001,12700,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2303,S2_1_C2_128,Medicare Certified Liver TC term date,S200001,12800,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2304,S2_1_C2_129,Medicare Certified Lung TC term date,S200001,12900,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2305,S2_1_C2_130,Medicare Certified Pancreas TC term date,S200001,13000,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2306,S2_1_C2_131,Medicare Certified Intestinal TC term date,S200001,13100,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2307,S2_1_C2_132,Medicare Certified Islet TC term date,S200001,13200,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_24 ,S2_1_C1_134,"If an Organ Procurement Organization, enter the OPO number",S200001,13400,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_24,S2_1_C2_134,OPO Term Date ,S200001,13400,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_2401,NOT ON FORM,enter the CCN,NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_2401,NOT ON FORM,after 12/26/07,NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_25,S2_1_C1_56,"Is this a teaching hospital or
affiliated with a teaching hospital? (Y/N)",S200001,5600,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C1_26,S2_1_C1_35,"If (SCH), enter the # of periods.",S200001,3500,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_2601,S2_1_C1_36,Beginning Date of SCH status  ,S200001,3600,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_2601,S2_1_C2_36,Ending Date of SCH status  ,S200001,3600,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_2602,S2_1_C1_3601,Beginning Date of SCH status ,S200001,3601,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_2602,S2_1_C2_3601,Ending Date of SCH status  ,S200001,3601,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_27,NOT ON FORM,"Does this hospital have an 
agreement under either section 1883
or 1913 for swing beds? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_27,NOT ON FORM,"If Line 27, Col 1 is yes, enter the agreement data  ",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_28,NOT ON FORM,"If the hospital contains a SNF, are all patients under managed care or there were no Medicare utilization? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_29,NOT ON FORM,Is there a Rural Hospital with a certified SNF which has fewer than 50 beds (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_29,NOT ON FORM,"If, Line 29, Col 1 is Y, enter SNF provider number",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_30,S2_1_C1_105,Does the hospital qualify as RPCH/CAH? (Y/N),S200001,10500,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_3001,NOT ON FORM,Is this cost reporting period initial 12 month period for which the facility operated as RPCH/CAH? (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_3002,S2_1_C1_106,"If this facility qualifies as a RPCH/CAH, has it elected the all inclusive payment for outpatient service? (Y/N)",S200001,10600,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_31,S2_1_C1_108,Is this a rural hospital qualifying for an exception to the certified registered nurse anesthetist the CRNA fee schedule? (Y/N),S200001,10800,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_32,S2_1_C1_115,Is this hospital an All-Inclusive rate provider? (Y/N),S200001,11500,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_32,S2_1_C2_115,"If Line 32, Col 1 is yes, enter the method used: (A, B, or E only)",S200001,11500,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,,S2_1_C1_40,Is this hospital is subject to the HAC reduction adjustment for discharges occurring prior to October 1? (Y/N),S200001,4000,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,,S2_1_C2_40,Is this hospital is subject to the HAC reduction adjustment for discharges occurring on or after October 1? (Y/N),S200001,4000,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_33,S2_1_C1_47,"Is this a New Hospital under
42 CFR 412.300 PPS capital
(Y/N)",S200001,4700,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_34,S2_1_C1_85,Is this a New Hospital under 42 CFR 413.40(f)(1)(I) (TEFRA)? (Y/N),S200001,8500,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_35,S2_1_C1_86,Have you established a new subprovider excluded unit under 42 CFR 413.40(f)(1)(I)?(Y/N),S200001,8600,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_36,S2_1_C1_48,Does the hospital elect a fully prospective payment method for capital costs? (Y/N),S200001,4800,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,DUPLICATE,S2_C2_3601,S2_1_C1_22,Does the facility qualify and receive payment for disproportionate share in accordance with 42 CFR 412.320?(Y/N/P),S200001,2200,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_37,NOT ON FORM,"Does the hospital elect a hold harmless
payment method for capital costs? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_3701,NOT ON FORM,"If 37 is yes, is this hospital filing on the basis 100% of the federal rate? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_38,NOT ON FORM,"Does the hospital Title XIX inpatient
hospital services? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_3803,S2_1_C1_92,Are Title XIX NF patients occupying Title XVIII SNF beds? (Y/N),S200001,9200,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_3804,S2_1_C1_93,Does the facility operate an ICF/MR facility for purposes of Title XIX? (Y/N),S200001,9300,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_40,S2_1_C1_140,"Are there any related organization or how office costs as defined in HCFA Pub. 15-I, chapter 10? (Y/N)",S200001,14000,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_4001,S2_1_C1_141,Home Office Name,S200001,14100,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_4001,S2_1_C2_140,FI/Contractor's Name,S200001,14000,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_4001,S2_1_C3_140,FI/Contractor's Number,S200001,14000,300
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_4002,S2_1_C1_142,Home Office Street,S200001,14200,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_4002,S2_1_C2_142,Home Office PO Box,S200001,14200,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_4003,S2_1_C1_143,City ,S200001,14300,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_4003,S2_1_C2_143,State,S200001,14300,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_4003,S2_1_C3_143,Zip Code,S200001,14300,300
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_41,S2_1_C1_144,Are provider based physicians' costs included in Worksheet A? (Y/N),S200001,14400,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_42,NOT ON FORM,"Are physical therapy services
provided by outside supplies? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_4201,NOT ON FORM,Are occupational therapy services provided by outside suppliers? (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_4202,NOT ON FORM,"Are speech pathology services 
provided by outside suppliers? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_43,NOT ON FORM,Are respiratory therapy services provided by outside suppliers? (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_44,S2_1_C1_145,"If this Hospital is claiming cost for renal services on Worksheet A, are they inpatient services only? (Y/N)",S200001,14500,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C1_46,NOT ON FORM,"If participating in the NHCMQ Demonstration, enter the Phase Number",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_52,NOT ON FORM,Does hospital claim expenditures for extraordinary circumstances in accordance with 42 CFR 412.348(e)? (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C1_53,S2_1_C1_37,Number of periods hospital was in MDH status,S200001,3700,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_5301,S2_1_C1_38,MDH status beginning date (MM/DD/YY),S200001,3800,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_5301,S2_1_C2_38,MDH status ending date (MM/DD/YY),S200001,3800,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_5302,S2_1_C1_3801,MDH status beginning date  (MM/DD/YY),S200001,3801,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C2_5302,S2_1_C2_3801,MDH status ending date (MM/DD/YY),S200001,3801,200
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C1_54,NOT ON FORM,Malpractice premium amount,NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C2_54,NOT ON FORM,Malpractice Paid Losses amount,NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C3_54,NOT ON FORM,Malpractice Self Insurance amount ,NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_5401,NOT ON FORM,Are malpractice premiums and paid losses reported in other than Administrative and General cost center? (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_55,NOT ON FORM,Does facility qualify for additional prospective payment in accordance with 42 CFR 412.107? (Y/N),NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C1_56,NOT ON FORM,"Are you claiming ambulance
 costs? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C2_56,NOT ON FORM,"If yes, enter the payment limit",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,S2_C3_56,NOT ON FORM,"If Line 56, Column 1 is 'Y', is this your first year of operation for rendering ambulance services? (Y/N)",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,NUMERIC,S2_C2_5601,NOT ON FORM,"Subsequent ambulance
payment limit",NOT ON FORM,,
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,,S2_1_C1_60,or allied health costs?,S200001,6000,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,,S2_1_C1_107,,S200001,10700,100
IDENTIFICATION INFORMATION WORKSHEET S-2 PART I,,,ALPHANUMERIC,,S2_1_C2_107,,S200001,10700,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_1,S3_1_C2_1,Hospital Adults & Pediatrics,S300001,100,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,,S3_1_C2_7,Total,S300001,700,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,ROLLUP,S3_1_C1_6,S3_1_C2_8,Intensive Care Unit,S300001,800,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,ROLLUP,S3_1_C1_7,S3_1_C2_9,Coronary Care Unit,S300001,900,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,ROLLUP,S3_1_C1_8,S3_1_C2_10,Burn Intensive Care Unit,S300001,1000,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,ROLLUP,S3_1_C1_9,S3_1_C2_11,Surgical Intensive Care Unit,S300001,1100,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,ROLLUP,S3_1_C1_10,S3_1_C2_12,Other Special Care,S300001,1200,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_11,S3_1_C2_13,Nursery,S300001,1300,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_12,S3_1_C2_14,Total Hospital,S300001,1400,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,NOT ON OLD FORM,S3_1_C2_16,IPF,S300001,1600,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,NOT ON OLD FORM,S3_1_C2_17,IRF,S300001,1700,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_14,S3_1_C2_18,Subprovider 1,S300001,1800,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_1401,S3_1_C2_1801,Subprovider 2,S300001,1801,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_15,S3_1_C2_19,SNF,S300001,1900,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_16,S3_1_C2_20,NF,S300001,2000,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_1601,S3_1_C2_2001,ICF,S300001,2001,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_17,S3_1_C2_21,OLTC,S300001,2100,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,ROLLUP,S3_1_C1_21,S3_1_C2_24,Hospice,S300001,2400,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,S3_1_C1_25,S3_1_C2_27,Total Facility,S300001,2700,200
UTILIZATION DATA WORKSHEET S-3 PART I,NUMBER OF BEDS,,NUMERIC,,S3_1_C2_32,Labor and Delivery,S300001,3200,200
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_1,S3_1_C3_1,Hospital Adults & Pediatrics,S300001,100,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C3_7,Total Hospital,S300001,700,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,S3_1_C2_6,S3_1_C3_8,Intensive Care Unit,S300001,800,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,S3_1_C2_7,S3_1_C3_9,Coronary Care Unit,S300001,900,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,S3_1_C2_8,S3_1_C3_10,Burn Intensive Care Unit,S300001,1000,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,S3_1_C2_9,S3_1_C3_11,Surgical Intensive Care Unit,S300001,1100,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,S3_1_C2_10,S3_1_C3_12,Other Special Care,S300001,1200,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_11,S3_1_C3_13,Nursery,S300001,1300,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_12,S3_1_C3_14,Total Hospital,S300001,1400,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,NOT ON OLD FORM,S3_1_C3_16,IPF,S300001,1600,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,NOT ON OLD FORM,S3_1_C3_17,IRF,S300001,1700,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_14,S3_1_C3_18,Subprovider 1,S300001,1800,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_1401,S3_1_C3_1801,Subprovider 2,S300001,1801,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_15,S3_1_C3_19,SNF,S300001,1900,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_16,S3_1_C3_20,NF,S300001,2000,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_1601,S3_1_C3_2001,ICF,S300001,2001,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,S3_1_C2_17,S3_1_C3_21,OLTC,S300001,2100,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,S3_1_C2_21,S3_1_C3_24,Hospice,S300001,2400,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C3_32,Labor and Delivery,S300001,3200,300
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C4_1,Hospital Adults & Pediatrics,S300001,100,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C4_7,Total Hospital,S300001,700,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C4_8,Intensive Care Unit,S300001,800,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C4_9,Coronary Care Unit,S300001,900,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C4_10,Burn Intensive Care Unit,S300001,1000,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C4_11,Surgical Intensive Care Unit,S300001,1100,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C4_12,Other Special Care,S300001,1200,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C4_14,Total Hospital,S300001,1400,400
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_1,Hospital Adults & Pediatrics,S300001,100,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_6,,S300001,600,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_7,Total Hospital,S300001,700,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_8,Intensive Care Unit,S300001,800,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_9,Coronary Care Unit,S300001,900,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_10,Burn Intensive Care Unit,S300001,1000,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_11,Surgical Intensive Care Unit,S300001,1100,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_12,Other Special Care,S300001,1200,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_13,Nursery,S300001,1300,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_14,Total Hospital,S300001,1400,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_15,,S300001,1500,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_16,IPF,S300001,1600,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_17,IRF,S300001,1700,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_18,Subprovider 1,S300001,1800,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_1801,Subprovider 2,S300001,1801,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_19,SNF,S300001,1900,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_20,NF,S300001,2000,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,NUMERIC,,S3_1_C5_2001,ICF,S300001,2001,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_22,,S300001,2200,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_25,,S300001,2500,500
UTILIZATION DATA WORKSHEET S-3 PART I,BED DAYS AVAILABLE,,ROLLUP,,S3_1_C5_26,,S300001,2600,500
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_1,S3_1_C6_1,Hospital Adults & Pediatrics,S300001,100,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_2,S3_1_C6_2,HMO,S300001,200,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,,S3_1_C6_3,,S300001,300,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,,S3_1_C6_4,,S300001,400,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_3,S3_1_C6_5,Hospital Adults & Ped Swing Bed SNF,S300001,500,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_5,S3_1_C6_7,Total Adults & Peds,S300001,700,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,ROLLUP,S3_1_C4_6,S3_1_C6_8,Intensive Care Unit,S300001,800,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,ROLLUP,S3_1_C4_7,S3_1_C6_9,Coronary Care Unit,S300001,900,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,ROLLUP,S3_1_C4_8,S3_1_C6_10,Burn Intensive Care Unit,S300001,1000,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,ROLLUP,S3_1_C4_9,S3_1_C6_11,Surgical Intensive Care Unit,S300001,1100,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,ROLLUP,S3_1_C4_10,S3_1_C6_12,Other Special Care,S300001,1200,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_12,S3_1_C6_14,Total Hospital,S300001,1400,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_13,S3_1_C6_15,RPCH/CAH Visits,S300001,1500,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,NOT ON OLD FORM,S3_1_C6_16,IPF,S300001,1600,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,NOT ON OLD FORM,S3_1_C6_17,IRF,S300001,1700,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_14,S3_1_C6_18,Subprovider 1,S300001,1800,600
UTILIZATION DATA WORKSHEET S-3 PART I,Medicare Inpatient Days/Outpatient Visits,,NUMERIC,S3_1_C4_1401,S3_1_C6_1801,Subprovider 2,S300001,1801,600
